year,month,filename,url_used,http_status,bytes,result
2024,November,2024-11.pdf,https://pmvbry-cdn.epfindia.gov.in/wp-content/uploads/2025/10/November-2024.pdf,200,893650,OK
2024,December,2024-12.pdf,https://pmvbry-cdn.epfindia.gov.in/wp-content/uploads/2025/10/December-2024.pdf,200,936998,OK
2025,January,2025-01.pdf,https://pmvbry-cdn.epfindia.gov.in/wp-content/uploads/2025/10/January-2025.pdf,200,291304,OK
2025,February,2025-02.pdf,https://pmvbry-cdn.epfindia.gov.in/wp-content/uploads/2025/10/February-2025.pdf,200,1006751,OK
2025,March,2025-03.pdf,https://pmvbry-cdn.epfindia.gov.in/wp-content/uploads/2025/10/March-2025.pdf,200,1074261,OK
2025,April,2025-04.pdf,https://pmvbry-cdn.epfindia.gov.in/wp-content/uploads/2025/10/April-2025.pdf,200,1119561,OK
2025,May,2025-05.pdf,https://pmvbry-cdn.epfindia.gov.in/wp-content/uploads/2025/10/May-2025.pdf,200,2868836,OK
2025,June,2025-06.pdf,https://pmvbry-cdn.epfindia.gov.in/wp-content/uploads/2025/10/June-2025.pdf,200,1592791,OK
2025,July,2025-07.pdf,,,,SKIP-EXISTS
2025,August,2025-08.pdf,,,,SKIP-EXISTS
2025,September,2025-09.pdf,,,,SKIP-EXISTS
2019,Jul,2019-07.pdf,https://web.archive.org/web/20190817183511/https://www.epfindia.gov.in/site_docs/exmpted_est/Payroll_Data_EPFO.pdf,200,,OK-WAYBACK
2019,Sep,2019-09.pdf,https://web.archive.org/web/20191012070036/https://www.epfindia.gov.in/site_docs/exmpted_est/Payroll_Data_EPFO.pdf,200,,OK-WAYBACK
2019,Oct,2019-10.pdf,https://web.archive.org/web/20191027063933/https://www.epfindia.gov.in/site_docs/exmpted_est/Payroll_Data_EPFO.pdf,200,,OK-WAYBACK
2019,Dec,2019-12.pdf,https://web.archive.org/web/20191231011343/https://www.epfindia.gov.in/site_docs/exmpted_est/Payroll_Data_EPFO.pdf,200,,OK-WAYBACK
2020,Jan,2020-01.pdf,https://web.archive.org/web/20200205202822/https://www.epfindia.gov.in/site_docs/exmpted_est/Payroll_Data_EPFO.pdf,200,,OK-WAYBACK
2020,Feb,2020-02.pdf,https://web.archive.org/web/20200227135022/https://www.epfindia.gov.in/site_docs/exmpted_est/Payroll_Data_EPFO.pdf,200,,OK-WAYBACK
2020,Apr,2020-04.pdf,https://web.archive.org/web/20200423132450/https://www.epfindia.gov.in/site_docs/exmpted_est/Payroll_Data_EPFO.pdf,200,,OK-WAYBACK
2020,May,2020-05.pdf,https://web.archive.org/web/20200529120750/https://www.epfindia.gov.in/site_docs/exmpted_est/Payroll_Data_EPFO.pdf,200,,OK-WAYBACK
2020,Aug,2020-08.pdf,https://web.archive.org/web/20200916000108/https://www.epfindia.gov.in/site_docs/exmpted_est/Payroll_Data_EPFO.pdf,200,,OK-WAYBACK
2020,Oct,2020-10.pdf,https://web.archive.org/web/20201031000159/https://www.epfindia.gov.in/site_docs/exmpted_est/Payroll_Data_EPFO.pdf,200,,OK-WAYBACK
2024,Jul,,https://pmvbry-cdn.epfindia.gov.in/wp-content/uploads/2025/10/July-2024.pdf,403,,MISSING-CONFIRMED-UNRECOVERABLE
